ID,Sura_No,Verse_No,Column5,Word_No,Word,Without_Diacritics,Segmented_Word,Morph_tag,Morph_type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Notes
30290,12,7,7,4,لِلسَّائِلِينَ,للسائلين,ين,NSUFF_MASC_PL_GEN,Suffix,,None,,,,,,,
30291,12,8,1,1,إِذْ,إذ,إذ,ADV,Stem,,مبني,ظرف زمان,مضاف,منصوب,السكون,,,
30292,12,8,2,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
30292,12,8,2,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30293,12,8,3,1,لَيُوسُفُ,ليوسف,ل,PREP,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,اللام: لام الابتداء.
30293,12,8,3,2,لَيُوسُفُ,ليوسف,يوسف,NOUN_PROP_FOREIGN,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
30294,12,8,4,1,وَأَخُوهُ,وأخوه,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
30294,12,8,4,2,وَأَخُوهُ,وأخوه,أخو,NOUN_FIVE,Stem,,معرب,اسم معطوف,مضاف,مرفوع,الواو,,,
30294,12,8,4,3,وَأَخُوهُ,وأخوه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الضمة,,,
30295,12,8,5,1,أَحَبُّ,أحب,أحب,ADJ_COMP,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
30296,12,8,6,1,إِلَى,إلى,إلى,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30297,12,8,7,1,أَبِينَا,أبينا,أبي,NOUN_FIVE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الياء,,,
30297,12,8,7,2,أَبِينَا,أبينا,نا,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
30298,12,8,8,1,مِنَّا,منا,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30298,12,8,8,2,مِنَّا,منا,نا,PRON_1P,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
30299,12,8,9,1,وَنَحْنُ,ونحن,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30299,12,8,9,2,وَنَحْنُ,ونحن,نحن,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الضمة,,,
30300,12,8,10,1,عُصْبَةٌ,عصبة,عصب,NOUN_CONCRETE,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
30300,12,8,10,2,عُصْبَةٌ,عصبة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
30301,12,8,11,1,إِنَّ,إن,أن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
30302,12,8,12,1,أَبَانَا,أبانا,أبا,NOUN_FIVE,Stem,,معرب,اسم حرف ناسخ,مضاف,منصوب,الألف,,,
30302,12,8,12,2,أَبَانَا,أبانا,نا,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
30303,12,8,13,1,لَفِي,لفي,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30303,12,8,13,2,لَفِي,لفي,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30304,12,8,14,1,ضَلَالٍ,ضلال,ضلال,GERUND,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
30305,12,8,15,1,مُبِينٍ,مبين,مبين,NOUN_ACTIVE_PART,Stem,,معرب,نعت,غير مضاف,مجرور,الكسرة,,,
30306,12,9,1,1,اقْتُلُوا,اقتلوا,ا,CV_PREF,Prefix,,None,,,,,,,
30306,12,9,1,2,اقْتُلُوا,اقتلوا,قتل,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,حذف النون,,,
30306,12,9,1,3,اقْتُلُوا,اقتلوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30307,12,9,2,1,يُوسُفَ,يوسف,يوسف,NOUN_PROP_FOREIGN,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
30308,12,9,3,1,أَوِ,أو,أو,CONJ,Stem,,مبني,حرف عطف,غير مضاف,مبني,السكون,,,
30309,12,9,4,1,اطْرَحُوهُ,اطرحوه,ا,CV_PREF,Prefix,,None,,,,,,,
30309,12,9,4,2,اطْرَحُوهُ,اطرحوه,طرح,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,حذف النون,,,
30309,12,9,4,3,اطْرَحُوهُ,اطرحوه,و,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30309,12,9,4,4,اطْرَحُوهُ,اطرحوه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30310,12,9,5,1,أَرْضَاً,أرضا,أرض,NOUN_CONCRETE,Stem,,معرب,ظرف مكان,غير مضاف,منصوب,الفتحة,,,
30310,12,9,5,2,أَرْضَاً,أرضا,ا,CASE_INDEF_ACC,Suffix,,None,,,,,,,
30311,12,9,6,1,يَخْلُ,يخل,ي,IMPERF_PREF,Prefix,,None,,,,,,,
30311,12,9,6,2,يَخْلُ,يخل,خل,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف حرف العلة,,,
30312,12,9,7,1,لَكُمْ,لكم,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
30312,12,9,7,2,لَكُمْ,لكم,كم,PRON_2MP,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
30313,12,9,8,1,وَجْهُ,وجه,وجه,NOUN_CONCRETE,Stem,,معرب,فاعل,مضاف,مرفوع,الضمة,,,
30313,12,9,8,2,وَجْهُ,وجه,(null),CASE_DEF_ACC,Suffix,,None,,,,,,,
30314,12,9,9,1,أَبِيكُمْ,أبيكم,أبي,NOUN_FIVE,Stem,,معرب,مضاف إليه,مضاف,مجرور,الياء,,,
30314,12,9,9,2,أَبِيكُمْ,أبيكم,كم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
30315,12,9,10,1,وَتَكُونُوا,وتكونوا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
30315,12,9,10,2,وَتَكُونُوا,وتكونوا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
30315,12,9,10,3,وَتَكُونُوا,وتكونوا,كون,IV,Stem,,معرب,فعل مضارع ناسخ,غير مضاف,مجزوم,حذف النون,,,
30315,12,9,10,4,وَتَكُونُوا,وتكونوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,اسم فعل ناسخ,غير مضاف,مرفوع,السكون,,,
30316,12,9,11,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30317,12,9,12,1,بَعْدِهِ,بعده,بعد,ADV,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
30317,12,9,12,2,بَعْدِهِ,بعده,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
30318,12,9,13,1,قَوْمَاً,قوما,قوم,NOUN_CONCRETE,Stem,,معرب,خبر فعل ناسخ,غير مضاف,منصوب,الفتحة,,,
30318,12,9,13,2,قَوْمَاً,قوما,ا,CASE_INDEF_(ACC_GEN),Suffix,,None,,,,,,,
30319,12,9,14,1,صَالِحِينَ,صالحين,صالح,NOUN_ACTIVE_PART,Stem,,معرب,نعت,غير مضاف,منصوب,الياء,,,
30319,12,9,14,2,صَالِحِينَ,صالحين,ين,NSUFF_MASC_PL_ACC,Suffix,,None,,,,,,,
30320,12,10,1,1,قَالَ,قال,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
30321,12,10,2,1,قَائِلٌ,قائل,قائل,NOUN_ACTIVE_PART,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
30321,12,10,2,2,قَائِلٌ,قائل,(null),CASE_INDEF_GEN,Suffix,,None,,,,,,,
30322,12,10,3,1,مِنْهُمْ,منهم,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30322,12,10,3,2,مِنْهُمْ,منهم,هم,PRON_3MP,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
30323,12,10,4,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
30324,12,10,5,1,تَقْتُلُوا,تقتلوا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
30324,12,10,5,2,تَقْتُلُوا,تقتلوا,قتل,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف النون,,,
30324,12,10,5,3,تَقْتُلُوا,تقتلوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30325,12,10,6,1,يُوسُفَ,يوسف,يوسف,NOUN_PROP_FOREIGN,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
30326,12,10,7,1,وَأَلْقُوهُ,وألقوه,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
30326,12,10,7,2,وَأَلْقُوهُ,وألقوه,ألق,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,حذف النون,,,
30326,12,10,7,3,وَأَلْقُوهُ,وألقوه,و,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30326,12,10,7,4,وَأَلْقُوهُ,وألقوه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30326,12,10,7,5,وَأَلْقُوهُ,وألقوه,None,None,Other_i3rab,,مبني,,غير مضاف,مبني,حذف النون,,,
30327,12,10,8,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30328,12,10,9,1,غَيَابَتِ,غيابت,غياب,NOUN_ABSTRACT,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
30328,12,10,9,2,غَيَابَتِ,غيابت,ت,NSUFF_FEM_SG,Suffix,,None,,,,,,,
30329,12,10,10,1,الْجُبِّ,الجب,ال,DET,Prefix,,ال التعريف,,,,,,,
30329,12,10,10,2,الْجُبِّ,الجب,جب,NOUN_CONCRETE,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
30330,12,10,11,1,يَلْتَقِطْهُ,يلتقطه,ي,IMPERF_PREF,Prefix,,None,,,,,,,
30330,12,10,11,2,يَلْتَقِطْهُ,يلتقطه,لتقط,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
30330,12,10,11,3,يَلْتَقِطْهُ,يلتقطه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30331,12,10,12,1,بَعْضُ,بعض,بعض,NOUN_ABSTRACT,Stem,,معرب,فاعل,مضاف,مرفوع,الضمة,,,
30331,12,10,12,2,بَعْضُ,بعض,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
30332,12,10,13,1,السَّيَّارَةِ,السيارة,ال,DET,Prefix,,ال التعريف,,,,,,,
30332,12,10,13,2,السَّيَّارَةِ,السيارة,سيار,NOUN_CONCRETE,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
30332,12,10,13,3,السَّيَّارَةِ,السيارة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
30333,12,10,14,1,إِنْ,إن,إن,SUBJUNC_PART,Stem,,مبني,حرف شرط,غير مضاف,مبني,السكون,,,
30334,12,10,15,1,كُنْتُمْ,كنتم,كن,PV,Stem,,مبني,فعل ماضٍ ناسخ,غير مضاف,مبني,السكون,,,
30334,12,10,15,2,كُنْتُمْ,كنتم,تم,PVSUFF_SUBJ:2MP,Suffix,,ضمير متصل,اسم فعل ناسخ,غير مضاف,مرفوع,السكون,,,
30335,12,10,16,1,فَاعِلِينَ,فاعلين,فاعل,NOUN_ACTIVE_PART,Stem,,معرب,خبر فعل ناسخ,غير مضاف,منصوب,الياء,,,
30335,12,10,16,2,فَاعِلِينَ,فاعلين,ين,NSUFF_MASC_PL_GEN,Suffix,,None,,,,,,,
30336,12,11,1,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
30336,12,11,1,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30337,12,11,2,1,يَاأَبَانَا,يا,يا,VOC_PART,Stem,,مبني,حرف نداء,غير مضاف,مبني,السكون,,,
30338,12,11,2,1,يَاأَبَانَا,أبانا,أبا,NOUN_FIVE,Stem,,معرب,منادى,مضاف,منصوب,الألف,,,
30338,12,11,2,2,يَاأَبَانَا,أبانا,نا,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
30338,12,11,2,3,يَاأَبَانَا,أبانا,None,None,Other_i3rab,,مبني,,غير مضاف,مبني,السكون,,,
30339,12,11,3,1,مَا,ما,ما,INTERROG_PRON,Stem,,اسم استفهام,مبتدأ,غير مضاف,مرفوع,السكون,,,
30340,12,11,4,1,لَكَ,لك,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,شبه جملة,خبر,
30340,12,11,4,2,لَكَ,لك,ك,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الفتحة,,,
30341,12,11,5,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
30342,12,11,6,1,تَأْمَنَّا,تأمنا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
30342,12,11,6,2,تَأْمَنَّا,تأمنا,أم,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,ضمة مقدرة,,,
30342,12,11,6,3,تَأْمَنَّا,تأمنا,نا,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
30343,12,11,7,1,عَلَى,على,على,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30344,12,11,8,1,يُوسُفَ,يوسف,يوسف,NOUN_PROP_FOREIGN,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الفتحة (ممنوع من الصرف),,,
30345,12,11,9,1,وَإِنَّا,وإنا,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30345,12,11,9,2,وَإِنَّا,وإنا,إن,INF_ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
30345,12,11,9,3,وَإِنَّا,وإنا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,السكون,,,
30346,12,11,10,1,لَهُ,له,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
30346,12,11,10,2,لَهُ,له,ه,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الضمة,,,
30347,12,11,11,1,لَنَاصِحُونَ,لناصحون,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30347,12,11,11,2,لَنَاصِحُونَ,لناصحون,ناصح,NOUN_ACTIVE_PART,Stem,,معرب,خبر حرف ناسخ,غير مضاف,مرفوع,الواو,,,
30347,12,11,11,3,لَنَاصِحُونَ,لناصحون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
30348,12,12,1,1,أَرْسِلْهُ,أرسله,أرسل,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,السكون,,,
30348,12,12,1,2,أَرْسِلْهُ,أرسله,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30349,12,12,2,1,مَعَنَا,معنا,مع,ADV,Stem,,معرب,ظرف مكان,مضاف,منصوب,الفتحة,,,
30349,12,12,2,2,مَعَنَا,معنا,نا,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
30350,12,12,3,1,غَدَاً,غدا,غد,ADV,Stem,,معرب,ظرف زمان,غير مضاف,منصوب,الفتحة,,,
30350,12,12,3,2,غَدَاً,غدا,ا,CASE_INDEF_ACC,Suffix,,None,,,,,,,
30351,12,12,4,1,يَرْتَعْ,يرتع,ي,IMPERF_PREF,Prefix,,None,,,,,,,
30351,12,12,4,2,يَرْتَعْ,يرتع,رتع,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
30352,12,12,5,1,وَيَلْعَبْ,ويلعب,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
30352,12,12,5,2,وَيَلْعَبْ,ويلعب,ي,IV3MS,Prefix,,None,,,,,,,
30352,12,12,5,3,وَيَلْعَبْ,ويلعب,لعب,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
30353,12,12,6,1,وَإِنَّا,وإنا,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30353,12,12,6,2,وَإِنَّا,وإنا,إن,INF_ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
30353,12,12,6,3,وَإِنَّا,وإنا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,السكون,,,
30354,12,12,7,1,لَهُ,له,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
30354,12,12,7,2,لَهُ,له,ه,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الضمة,,,
30355,12,12,8,1,لَحَافِظُونَ,لحافظون,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30355,12,12,8,2,لَحَافِظُونَ,لحافظون,حافظ,NOUN_ACTIVE_PART,Stem,,معرب,خبر حرف ناسخ,غير مضاف,مرفوع,الواو,,,
30355,12,12,8,3,لَحَافِظُونَ,لحافظون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
30356,12,13,1,1,قَالَ,قال,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
30357,12,13,2,1,إِنِّي,إني,إن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,فتحة مقدرة,,,
30357,12,13,2,2,إِنِّي,إني,ي,POSS_PRON,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,السكون,,,
30358,12,13,3,1,لَيَحْزُنُنِي,ليحزنني,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,اللام :لام التوكيد
30358,12,13,3,2,لَيَحْزُنُنِي,ليحزنني,ي,IMPERF_PREF,Prefix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
30358,12,13,3,3,لَيَحْزُنُنِي,ليحزنني,حزن,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,جملة فعلية,خبر فعل ناسخ,
30358,12,13,3,4,لَيَحْزُنُنِي,ليحزنني,ن,PROTECT_NUN,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,الكسرة,,,
30358,12,13,3,5,لَيَحْزُنُنِي,ليحزنني,ي,OBJ_PRON,Suffix,,None,,,,,,,
30359,12,13,4,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,مبني,حرف مصدري ونصب,غير مضاف,مبني,السكون,,,
30360,12,13,5,1,تَذْهَبُوا,تذهبوا,ت,IV3FS,Prefix,,None,,,,,,,
30360,12,13,5,2,تَذْهَبُوا,تذهبوا,ذهب,IV,Stem,,معرب,فعل مضارع,غير مضاف,منصوب,حذف النون,,,
30360,12,13,5,3,تَذْهَبُوا,تذهبوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30361,12,13,6,1,بِهِ,به,ب,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
30361,12,13,6,2,بِهِ,به,ه,PRON_3MS,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
30362,12,13,7,1,وَأَخَافُ,وأخاف,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
30362,12,13,7,2,وَأَخَافُ,وأخاف,أ,IMPERF_PREF,Prefix,,None,,,,,,,
30362,12,13,7,3,وَأَخَافُ,وأخاف,خاف,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
30363,12,13,8,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,مبني,حرف مصدري ونصب,غير مضاف,مبني,السكون,,,
30364,12,13,9,1,يَأْكُلَهُ,يأكله,ي,IMPERF_PREF,Prefix,,None,,,,,,,
30364,12,13,9,2,يَأْكُلَهُ,يأكله,أكل,IV,Stem,,معرب,فعل مضارع,غير مضاف,منصوب,الفتحة,,,
30364,12,13,9,3,يَأْكُلَهُ,يأكله,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30365,12,13,10,1,الذِّئْبُ,الذئب,ال,DET,Prefix,,ال التعريف,,,,,,,
30365,12,13,10,2,الذِّئْبُ,الذئب,ذئب,NOUN_CONCRETE,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
30366,12,13,11,1,وَأَنْتُمْ,وأنتم,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30366,12,13,11,2,وَأَنْتُمْ,وأنتم,أنتم,PRON_2MP,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,السكون,,,
30367,12,13,12,1,عَنْهُ,عنه,عن,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
30367,12,13,12,2,عَنْهُ,عنه,ه,PRON_3MS,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الضمة,,,
30368,12,13,13,1,غَافِلُونَ,غافلون,غافل,NOUN_ACTIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الواو,,,
30368,12,13,13,2,غَافِلُونَ,غافلون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
30369,12,14,1,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
30369,12,14,1,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30370,12,14,2,1,لَئِنْ,لئن,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30370,12,14,2,2,لَئِنْ,لئن,ئن,CONDITION_PART,Stem,,مبني,حرف شرط,غير مضاف,مبني,السكون,,,
30371,12,14,3,1,أَكَلَهُ,أكله,أكل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
30371,12,14,3,2,أَكَلَهُ,أكله,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30372,12,14,4,1,الذِّئْبُ,الذئب,ال,DET,Prefix,,ال التعريف,,,,,,,
30372,12,14,4,2,الذِّئْبُ,الذئب,ذئب,NOUN_CONCRETE,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
30373,12,14,5,1,وَنَحْنُ,ونحن,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30373,12,14,5,2,وَنَحْنُ,ونحن,نحن,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الضمة,,,
30374,12,14,6,1,عُصْبَةٌ,عصبة,عصب,NOUN_CONCRETE,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
30374,12,14,6,2,عُصْبَةٌ,عصبة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
30375,12,14,7,1,إِنَّا,إنا,إن,INF_ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
30375,12,14,7,2,إِنَّا,إنا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,السكون,,,
30376,12,14,8,1,إِذَاً,إذا,إذا,ADV,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
30377,12,14,9,1,لَخَاسِرُونَ,لخاسرون,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30377,12,14,9,2,لَخَاسِرُونَ,لخاسرون,خاسر,NOUN_ACTIVE_PART,Stem,,معرب,خبر حرف ناسخ,غير مضاف,مرفوع,الواو,,,
30377,12,14,9,3,لَخَاسِرُونَ,لخاسرون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
30378,12,15,1,1,فَلَمَّا,فلما,ف,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
30378,12,15,1,2,فَلَمَّا,فلما,لما,ADV,Stem,,اسم شرط,ظرف زمان,مضاف,منصوب,السكون,,,
30379,12,15,2,1,ذَهَبُوا,ذهبوا,ذهب,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
30379,12,15,2,2,ذَهَبُوا,ذهبوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30380,12,15,3,1,بِهِ,به,ب,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
30380,12,15,3,2,بِهِ,به,ه,PRON_3MS,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
30381,12,15,4,1,وَأَجْمَعُوا,وأجمعوا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
30381,12,15,4,2,وَأَجْمَعُوا,وأجمعوا,أجمع,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
30381,12,15,4,3,وَأَجْمَعُوا,وأجمعوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30382,12,15,5,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,مبني,حرف مصدري ونصب,غير مضاف,مبني,السكون,,,
30383,12,15,6,1,يَجْعَلُوهُ,يجعلوه,ي,IV3MS,Prefix,,None,,,,,,,
30383,12,15,6,2,يَجْعَلُوهُ,يجعلوه,جعل,IV,Stem,,معرب,فعل مضارع,غير مضاف,منصوب,حذف النون,,,
30383,12,15,6,3,يَجْعَلُوهُ,يجعلوه,و,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
30383,12,15,6,4,يَجْعَلُوهُ,يجعلوه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
30384,12,15,7,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
